PMID,search_term,search_type
33819474,aspirin,Drug
33819246,aspirin,Drug
33819061,aspirin,Drug
33818553,aspirin,Drug
33818003,aspirin,Drug
33816703,aspirin,Drug
33816418,aspirin,Drug
33816125,aspirin,Drug
33815982,aspirin,Drug
33815926,aspirin,Drug
33815258,aspirin,Drug
33814861,aspirin,Drug
33814842,aspirin,Drug
33814465,aspirin,Drug
33813995,aspirin,Drug
33813854,aspirin,Drug
33813716,aspirin,Drug
33813477,aspirin,Drug
33813331,aspirin,Drug
33812688,aspirin,Drug
33812493,aspirin,Drug
33812492,aspirin,Drug
33812217,aspirin,Drug
33812207,aspirin,Drug
33808619,aspirin,Drug
33808367,aspirin,Drug
33808075,aspirin,Drug
33803387,aspirin,Drug
33796492,aspirin,Drug
33795788,aspirin,Drug
33795180,aspirin,Drug
33794285,aspirin,Drug
33793632,aspirin,Drug
33790866,aspirin,Drug
33789592,aspirin,Drug
33789565,aspirin,Drug
33788669,aspirin,Drug
33788480,aspirin,Drug
33787394,aspirin,Drug
33786356,aspirin,Drug
33785639,aspirin,Drug
33785181,aspirin,Drug
33784531,aspirin,Drug
33782564,aspirin,Drug
33781934,aspirin,Drug
33779884,aspirin,Drug
33779472,aspirin,Drug
33779213,aspirin,Drug
33776707,aspirin,Drug
33775877,aspirin,Drug
33775806,aspirin,Drug
33774952,aspirin,Drug
33774945,aspirin,Drug
33774698,aspirin,Drug
33773828,aspirin,Drug
33772927,aspirin,Drug
33772351,aspirin,Drug
33771361,aspirin,Drug
33770758,aspirin,Drug
33770090,aspirin,Drug
33769455,aspirin,Drug
33768453,aspirin,Drug
33768165,aspirin,Drug
33767933,aspirin,Drug
33767883,aspirin,Drug
33767486,aspirin,Drug
33767231,aspirin,Drug
33765548,aspirin,Drug
33765421,aspirin,Drug
33765420,aspirin,Drug
33762229,aspirin,Drug
33762192,aspirin,Drug
33761699,aspirin,Drug
33761656,aspirin,Drug
33761634,aspirin,Drug
33760801,aspirin,Drug
33759495,aspirin,Drug
33759332,aspirin,Drug
33758507,aspirin,Drug
33758303,aspirin,Drug
33758122,aspirin,Drug
33757786,aspirin,Drug
33757770,aspirin,Drug
33757293,aspirin,Drug
33756460,aspirin,Drug
33755075,aspirin,Drug
33755071,aspirin,Drug
33754441,aspirin,Drug
33753284,aspirin,Drug
33753035,aspirin,Drug
33752228,aspirin,Drug
33750746,aspirin,Drug
33750120,aspirin,Drug
33749973,aspirin,Drug
33749312,aspirin,Drug
33748343,aspirin,Drug
33747483,aspirin,Drug
33747404,aspirin,Drug
33747398,aspirin,Drug
33746062,aspirin,Drug
33746024,aspirin,Drug
33744473,aspirin,Drug
33743830,aspirin,Drug
33743605,aspirin,Drug
33743316,aspirin,Drug
33742371,aspirin,Drug
33742116,aspirin,Drug
33741782,aspirin,Drug
33741381,aspirin,Drug
33741292,aspirin,Drug
33740143,aspirin,Drug
33739127,aspirin,Drug
33739074,aspirin,Drug
33738394,aspirin,Drug
33737052,aspirin,Drug
33736607,aspirin,Drug
33736523,aspirin,Drug
33734405,aspirin,Drug
33734138,aspirin,Drug
33733030,aspirin,Drug
33732144,aspirin,Drug
33730805,aspirin,Drug
33727848,aspirin,Drug
33727833,aspirin,Drug
33727821,aspirin,Drug
33726806,aspirin,Drug
20301464,aspirin,Drug
33725352,aspirin,Drug
33725323,aspirin,Drug
33724726,aspirin,Drug
33724327,aspirin,Drug
33723921,aspirin,Drug
33722871,aspirin,Drug
33720565,aspirin,Drug
33720396,aspirin,Drug
33719521,aspirin,Drug
33719069,aspirin,Drug
33717765,aspirin,Drug
33717379,aspirin,Drug
33716928,aspirin,Drug
33714797,aspirin,Drug
33712272,aspirin,Drug
33712020,aspirin,Drug
33711641,aspirin,Drug
33710220,aspirin,Drug
33710126,aspirin,Drug
33709924,aspirin,Drug
33708263,aspirin,Drug
33706989,aspirin,Drug
33706988,aspirin,Drug
33706987,aspirin,Drug
33706986,aspirin,Drug
33706985,aspirin,Drug
33706984,aspirin,Drug
33706983,aspirin,Drug
33706868,aspirin,Drug
33706690,aspirin,Drug
33705573,aspirin,Drug
33705214,aspirin,Drug
33705211,aspirin,Drug
33704652,aspirin,Drug
33704609,aspirin,Drug
33694129,aspirin,Drug
33693287,aspirin,Drug
33693201,aspirin,Drug
33692743,aspirin,Drug
33692591,aspirin,Drug
33691498,aspirin,Drug
33690642,aspirin,Drug
33690134,aspirin,Drug
33689831,aspirin,Drug
33687789,aspirin,Drug
33687181,aspirin,Drug
33686963,aspirin,Drug
33685558,aspirin,Drug
33684129,aspirin,Drug
33683718,aspirin,Drug
33682986,aspirin,Drug
33682838,aspirin,Drug
33682435,aspirin,Drug
33682036,aspirin,Drug
33681814,aspirin,Drug
33680596,aspirin,Drug
33680391,aspirin,Drug
33679024,aspirin,Drug
33678013,aspirin,Drug
33677312,aspirin,Drug
33677146,aspirin,Drug
33674980,aspirin,Drug
33674164,aspirin,Drug
33673437,aspirin,Drug
33673410,aspirin,Drug
33672505,aspirin,Drug
33669632,aspirin,Drug
33668076,aspirin,Drug
33668038,aspirin,Drug
33667470,aspirin,Drug
33667447,aspirin,Drug
33667441,aspirin,Drug
33667375,aspirin,Drug
33664637,aspirin,Drug
33663130,aspirin,Drug
33661544,aspirin,Drug
33661146,aspirin,Drug
33659942,aspirin,Drug
33659125,aspirin,Drug
33659122,aspirin,Drug
33658932,aspirin,Drug
33658298,aspirin,Drug
33658214,aspirin,Drug
33657423,aspirin,Drug
33657403,aspirin,Drug
33657049,aspirin,Drug
33657038,aspirin,Drug
33655982,aspirin,Drug
33655934,aspirin,Drug
33655803,aspirin,Drug
33655364,aspirin,Drug
33655176,aspirin,Drug
33653750,aspirin,Drug
33651559,aspirin,Drug
33651535,aspirin,Drug
33650231,aspirin,Drug
33649980,aspirin,Drug
33649738,aspirin,Drug
33649058,aspirin,Drug
33648904,aspirin,Drug
33648778,aspirin,Drug
33647606,aspirin,Drug
33647424,aspirin,Drug
33646086,aspirin,Drug
33644854,aspirin,Drug
33644270,aspirin,Drug
33643824,aspirin,Drug
33642519,aspirin,Drug
33642171,aspirin,Drug
33642110,aspirin,Drug
33641374,aspirin,Drug
33640366,aspirin,Drug
33640261,aspirin,Drug
33640184,aspirin,Drug
33639689,aspirin,Drug
33638092,aspirin,Drug
33637594,aspirin,Drug
33634851,aspirin,Drug
33632886,aspirin,Drug
33631871,aspirin,Drug
33631410,aspirin,Drug
33631404,aspirin,Drug
33629490,aspirin,Drug
33628994,aspirin,Drug
33628186,aspirin,Drug
33626884,aspirin,Drug
33626877,aspirin,Drug
33626532,aspirin,Drug
33625996,aspirin,Drug
33625688,aspirin,Drug
33624893,aspirin,Drug
33624066,aspirin,Drug
33621541,aspirin,Drug
33621437,aspirin,Drug
33620886,aspirin,Drug
33620641,aspirin,Drug
33620586,aspirin,Drug
33619996,aspirin,Drug
33619033,aspirin,Drug
33618686,aspirin,Drug
33618601,aspirin,Drug
33618245,aspirin,Drug
33617676,aspirin,Drug
33616877,aspirin,Drug
33615365,aspirin,Drug
33613799,aspirin,Drug
33613260,aspirin,Drug
33612428,aspirin,Drug
33612077,aspirin,Drug
33611904,aspirin,Drug
33611900,aspirin,Drug
33611741,aspirin,Drug
33611730,aspirin,Drug
33611544,aspirin,Drug
33610409,aspirin,Drug
33608711,aspirin,Drug
33608434,aspirin,Drug
33608239,aspirin,Drug
33608163,aspirin,Drug
33607798,aspirin,Drug
33607731,aspirin,Drug
33607725,aspirin,Drug
33603640,aspirin,Drug
33602441,aspirin,Drug
33602440,aspirin,Drug
33602439,aspirin,Drug
33601921,aspirin,Drug
33600491,aspirin,Drug
33600262,aspirin,Drug
33600060,aspirin,Drug
33599040,aspirin,Drug
33598936,aspirin,Drug
33598561,aspirin,Drug
33598421,aspirin,Drug
33597326,aspirin,Drug
33594900,aspirin,Drug
33594652,aspirin,Drug
33594505,aspirin,Drug
33594452,aspirin,Drug
33593610,aspirin,Drug
33592875,aspirin,Drug
33592258,aspirin,Drug
33590615,aspirin,Drug
33589341,aspirin,Drug
33589277,aspirin,Drug
33588594,aspirin,Drug
33587229,aspirin,Drug
33585113,aspirin,Drug
33584054,aspirin,Drug
33583282,aspirin,Drug
33581718,aspirin,Drug
33581359,aspirin,Drug
33579847,aspirin,Drug
33578548,aspirin,Drug
33578352,aspirin,Drug
33578014,aspirin,Drug
33577902,aspirin,Drug
33577580,aspirin,Drug
33574709,aspirin,Drug
33574051,aspirin,Drug
33573791,aspirin,Drug
33573571,aspirin,Drug
33571623,aspirin,Drug
33571364,aspirin,Drug
33571280,aspirin,Drug
33571026,aspirin,Drug
33570686,aspirin,Drug
33569321,aspirin,Drug
33567858,aspirin,Drug
33567855,aspirin,Drug
33567467,aspirin,Drug
33567308,aspirin,Drug
33565901,aspirin,Drug
33565397,aspirin,Drug
33565130,aspirin,Drug
33564680,aspirin,Drug
33564532,aspirin,Drug
33563649,aspirin,Drug
33563459,aspirin,Drug
33563422,aspirin,Drug
33561124,aspirin,Drug
33559534,aspirin,Drug
33559485,aspirin,Drug
33559475,aspirin,Drug
33559253,aspirin,Drug
33558371,aspirin,Drug
33558211,aspirin,Drug
33557873,aspirin,Drug
33556743,aspirin,Drug
33556136,aspirin,Drug
33555916,aspirin,Drug
33555780,aspirin,Drug
33555157,aspirin,Drug
33554695,aspirin,Drug
33554316,aspirin,Drug
33554209,aspirin,Drug
33554042,aspirin,Drug
33553320,aspirin,Drug
33552178,aspirin,Drug
33551100,aspirin,Drug
33550983,aspirin,Drug
33550247,aspirin,Drug
33550058,aspirin,Drug
33549391,aspirin,Drug
33549264,aspirin,Drug
33548955,aspirin,Drug
33548515,aspirin,Drug
33547168,aspirin,Drug
33547166,aspirin,Drug
33546621,aspirin,Drug
33546238,aspirin,Drug
33545401,aspirin,Drug
33543168,aspirin,Drug
33543028,aspirin,Drug
33542757,aspirin,Drug
33542410,aspirin,Drug
33542092,aspirin,Drug
33542023,aspirin,Drug
33541753,aspirin,Drug
33541183,aspirin,Drug
33541120,aspirin,Drug
33538827,aspirin,Drug
33538248,aspirin,Drug
33536794,aspirin,Drug
33536376,aspirin,Drug
33536125,aspirin,Drug
33534729,aspirin,Drug
33532696,aspirin,Drug
33531438,aspirin,Drug
33530273,aspirin,Drug
20301390,aspirin,Drug
33529664,aspirin,Drug
33528619,aspirin,Drug
33528268,aspirin,Drug
33528036,aspirin,Drug
33528017,aspirin,Drug
33528007,aspirin,Drug
33528005,aspirin,Drug
33527762,aspirin,Drug
33526977,aspirin,Drug
33526728,aspirin,Drug
33525313,aspirin,Drug
33525013,aspirin,Drug
33524534,aspirin,Drug
33524286,aspirin,Drug
33522831,aspirin,Drug
33522473,aspirin,Drug
33522342,aspirin,Drug
33520120,aspirin,Drug
33519487,aspirin,Drug
33519452,aspirin,Drug
33519436,aspirin,Drug
33518601,aspirin,Drug
33516695,aspirin,Drug
33516690,aspirin,Drug
33516171,aspirin,Drug
33516136,aspirin,Drug
33515666,aspirin,Drug
33515330,aspirin,Drug
33514613,aspirin,Drug
33514490,aspirin,Drug
33514455,aspirin,Drug
33514291,aspirin,Drug
33513644,aspirin,Drug
33513638,aspirin,Drug
33512659,aspirin,Drug
33511685,aspirin,Drug
33510917,aspirin,Drug
33510530,aspirin,Drug
33509351,aspirin,Drug
33508459,aspirin,Drug
33506999,aspirin,Drug
33506988,aspirin,Drug
33506483,aspirin,Drug
33506149,aspirin,Drug
33505762,aspirin,Drug
33505297,aspirin,Drug
33505295,aspirin,Drug
33505268,aspirin,Drug
33504953,aspirin,Drug
33504513,aspirin,Drug
33504190,aspirin,Drug
33504187,aspirin,Drug
33503894,aspirin,Drug
33502899,aspirin,Drug
33501975,aspirin,Drug
33499412,aspirin,Drug
33496142,aspirin,Drug
33496084,aspirin,Drug
33496060,aspirin,Drug
33495921,aspirin,Drug
33494789,aspirin,Drug
33494785,aspirin,Drug
33493277,aspirin,Drug
33493236,aspirin,Drug
33493014,aspirin,Drug
33493011,aspirin,Drug
33492514,aspirin,Drug
33491760,aspirin,Drug
33491226,aspirin,Drug
33490249,aspirin,Drug
33490093,aspirin,Drug
33489197,aspirin,Drug
33489080,aspirin,Drug
33488990,aspirin,Drug
33488022,aspirin,Drug
33487231,aspirin,Drug
28520369,aspirin,Drug
33486576,aspirin,Drug
33486497,aspirin,Drug
33485696,aspirin,Drug
33485594,aspirin,Drug
33485065,aspirin,Drug
33484117,aspirin,Drug
33483830,aspirin,Drug
33482738,aspirin,Drug
33481405,aspirin,Drug
33479775,aspirin,Drug
33479515,aspirin,Drug
33478642,aspirin,Drug
33478641,aspirin,Drug
33478220,aspirin,Drug
33476825,aspirin,Drug
33476824,aspirin,Drug
33476718,aspirin,Drug
33476571,aspirin,Drug
33476420,aspirin,Drug
33475972,aspirin,Drug
33475876,aspirin,Drug
33475710,aspirin,Drug
33474858,aspirin,Drug
33472782,aspirin,Drug
33472256,aspirin,Drug
33472231,aspirin,Drug
33472201,aspirin,Drug
33471983,aspirin,Drug
33471648,aspirin,Drug
33471380,aspirin,Drug
33471220,aspirin,Drug
33471085,aspirin,Drug
33470689,aspirin,Drug
33470329,aspirin,Drug
33470150,aspirin,Drug
33469902,aspirin,Drug
33469616,aspirin,Drug
33469595,aspirin,Drug
33468948,aspirin,Drug
33468401,aspirin,Drug
33468191,aspirin,Drug
33467467,aspirin,Drug
33467191,aspirin,Drug
33466219,aspirin,Drug
33465315,aspirin,Drug
33465114,aspirin,Drug
33463124,aspirin,Drug
33463111,aspirin,Drug
33462055,aspirin,Drug
33462011,aspirin,Drug
33461467,aspirin,Drug
33461308,aspirin,Drug
33458760,aspirin,Drug
33456529,aspirin,Drug
33456191,aspirin,Drug
33455983,aspirin,Drug
33455848,aspirin,Drug
33455562,aspirin,Drug
33454348,aspirin,Drug
33453025,aspirin,Drug
33452091,aspirin,Drug
33452009,aspirin,Drug
33451593,aspirin,Drug
33451310,aspirin,Drug
33450492,aspirin,Drug
33449095,aspirin,Drug
33448672,aspirin,Drug
33447595,aspirin,Drug
33446495,aspirin,Drug
33445833,aspirin,Drug
33444768,aspirin,Drug
33444716,aspirin,Drug
33444141,aspirin,Drug
33443453,aspirin,Drug
33443280,aspirin,Drug
33442968,aspirin,Drug
33442916,aspirin,Drug
33442653,aspirin,Drug
33442266,aspirin,Drug
33442212,aspirin,Drug
33442205,aspirin,Drug
33441517,aspirin,Drug
33441016,aspirin,Drug
33440968,aspirin,Drug
33439285,aspirin,Drug
33438331,aspirin,Drug
33438057,aspirin,Drug
33437907,aspirin,Drug
33437886,aspirin,Drug
33437696,aspirin,Drug
33437691,aspirin,Drug
33435758,aspirin,Drug
33435609,aspirin,Drug
33435185,aspirin,Drug
33434447,aspirin,Drug
33434187,aspirin,Drug
33433658,aspirin,Drug
33433235,aspirin,Drug
33433020,aspirin,Drug
33432908,aspirin,Drug
33431718,aspirin,Drug
33431532,aspirin,Drug
33431458,aspirin,Drug
33430037,aspirin,Drug
33429415,aspirin,Drug
33429390,aspirin,Drug
33429138,aspirin,Drug
33428826,aspirin,Drug
33428785,aspirin,Drug
33427105,aspirin,Drug
33427041,aspirin,Drug
33426445,aspirin,Drug
33425452,aspirin,Drug
33424613,aspirin,Drug
33423745,aspirin,Drug
33423654,aspirin,Drug
33423540,aspirin,Drug
33423282,aspirin,Drug
33423243,aspirin,Drug
33422517,aspirin,Drug
33422234,aspirin,Drug
33420651,aspirin,Drug
33419719,aspirin,Drug
33419368,aspirin,Drug
33417877,aspirin,Drug
33417661,aspirin,Drug
33417149,aspirin,Drug
33416743,aspirin,Drug
33416407,aspirin,Drug
33414615,aspirin,Drug
33413594,aspirin,Drug
33412322,aspirin,Drug
33412178,aspirin,Drug
33411687,aspirin,Drug
33410616,aspirin,Drug
33410332,aspirin,Drug
33409459,aspirin,Drug
33409456,aspirin,Drug
33408862,aspirin,Drug
33407626,aspirin,Drug
33406347,aspirin,Drug
33406346,aspirin,Drug
33406345,aspirin,Drug
33404873,aspirin,Drug
33404716,aspirin,Drug
33402409,aspirin,Drug
33402361,aspirin,Drug
33402037,aspirin,Drug
33402021,aspirin,Drug
33401330,aspirin,Drug
33401223,aspirin,Drug
33400389,aspirin,Drug
33400053,aspirin,Drug
33399813,aspirin,Drug
33398741,aspirin,Drug
33398263,aspirin,Drug
33397310,aspirin,Drug
33397031,aspirin,Drug
33395780,aspirin,Drug
33395330,aspirin,Drug
33394711,aspirin,Drug
33394434,aspirin,Drug
33392217,aspirin,Drug
33389487,aspirin,Drug
33389188,aspirin,Drug
33388632,aspirin,Drug
33387203,aspirin,Drug
33387094,aspirin,Drug
33386798,aspirin,Drug
33386711,aspirin,Drug
33384297,aspirin,Drug
33384055,aspirin,Drug
33383697,aspirin,Drug
33382471,aspirin,Drug
33381937,aspirin,Drug
33381448,aspirin,Drug
33380820,aspirin,Drug
33378943,aspirin,Drug
33378496,aspirin,Drug
33378237,aspirin,Drug
33378233,aspirin,Drug
33377631,aspirin,Drug
33376036,aspirin,Drug
33375844,aspirin,Drug
33373378,aspirin,Drug
33372448,aspirin,Drug
25392903,aspirin,Drug
33370633,aspirin,Drug
33370572,aspirin,Drug
33370282,aspirin,Drug
33369929,aspirin,Drug
33369927,aspirin,Drug
33369919,aspirin,Drug
33368521,aspirin,Drug
33368506,aspirin,Drug
33367949,aspirin,Drug
33367621,aspirin,Drug
33367531,aspirin,Drug
33365057,aspirin,Drug
33364129,aspirin,Drug
33360520,aspirin,Drug
33360345,aspirin,Drug
33360326,aspirin,Drug
33360227,aspirin,Drug
33359862,aspirin,Drug
33358894,aspirin,Drug
33356730,aspirin,Drug
33353351,aspirin,Drug
33352579,aspirin,Drug
33350751,aspirin,Drug
33347107,aspirin,Drug
33348351,aspirin,Drug
33348283,aspirin,Drug
33348121,aspirin,Drug
33347014,aspirin,Drug
33346950,aspirin,Drug
33346431,aspirin,Drug
33345910,aspirin,Drug
33343818,aspirin,Drug
33342505,aspirin,Drug
33341943,aspirin,Drug
33341931,aspirin,Drug
33340443,aspirin,Drug
33339769,aspirin,Drug
33339204,aspirin,Drug
33337728,aspirin,Drug
33337539,aspirin,Drug
33337519,aspirin,Drug
33336936,aspirin,Drug
33336645,aspirin,Drug
33336182,aspirin,Drug
33336181,aspirin,Drug
33336180,aspirin,Drug
33336179,aspirin,Drug
33336178,aspirin,Drug
33336177,aspirin,Drug
33336176,aspirin,Drug
33336175,aspirin,Drug
33336174,aspirin,Drug
33335532,aspirin,Drug
33333795,aspirin,Drug
33333454,aspirin,Drug
33332813,aspirin,Drug
33332751,aspirin,Drug
33332460,aspirin,Drug
33332303,aspirin,Drug
33331715,aspirin,Drug
33331009,aspirin,Drug
33330858,aspirin,Drug
33330647,aspirin,Drug
33330639,aspirin,Drug
33329957,aspirin,Drug
33329515,aspirin,Drug
33329364,aspirin,Drug
33328062,aspirin,Drug
33327318,aspirin,Drug
33327287,aspirin,Drug
33326647,aspirin,Drug
33326304,aspirin,Drug
33326125,aspirin,Drug
33325660,aspirin,Drug
33324940,aspirin,Drug
33322767,aspirin,Drug
33321293,aspirin,Drug
33320712,aspirin,Drug
33318029,aspirin,Drug
33317720,aspirin,Drug
33316187,aspirin,Drug
33316184,aspirin,Drug
33314990,aspirin,Drug
33314257,aspirin,Drug
33314052,aspirin,Drug
33313989,aspirin,Drug
33313573,aspirin,Drug
33313269,aspirin,Drug
33312819,aspirin,Drug
33312552,aspirin,Drug
33312057,aspirin,Drug
33312054,aspirin,Drug
33310073,aspirin,Drug
33307284,aspirin,Drug
33307278,aspirin,Drug
33307116,aspirin,Drug
33307065,aspirin,Drug
33306972,aspirin,Drug
33306969,aspirin,Drug
33306966,aspirin,Drug
33306965,aspirin,Drug
33306876,aspirin,Drug
33306487,aspirin,Drug
33306311,aspirin,Drug
33306161,aspirin,Drug
33305729,aspirin,Drug
33305660,aspirin,Drug
33302757,aspirin,Drug
33301275,aspirin,Drug
33301268,aspirin,Drug
33301267,aspirin,Drug
33300437,aspirin,Drug
33300375,aspirin,Drug
33298861,aspirin,Drug
33298501,aspirin,Drug
33297751,aspirin,Drug
33297621,aspirin,Drug
33296688,aspirin,Drug
33296529,aspirin,Drug
33296221,aspirin,Drug
33296115,aspirin,Drug
33295562,aspirin,Drug
33295445,aspirin,Drug
33294854,aspirin,Drug
33294625,aspirin,Drug
33294163,aspirin,Drug
33294080,aspirin,Drug
33293877,aspirin,Drug
33293599,aspirin,Drug
33293340,aspirin,Drug
33292864,aspirin,Drug
33290202,aspirin,Drug
33288865,aspirin,Drug
33285683,aspirin,Drug
33285161,aspirin,Drug
33285091,aspirin,Drug
33284979,aspirin,Drug
33284957,aspirin,Drug
33284715,aspirin,Drug
33284714,aspirin,Drug
33284626,aspirin,Drug
33284169,aspirin,Drug
33282307,aspirin,Drug
33280480,aspirin,Drug
33280009,aspirin,Drug
33279605,aspirin,Drug
33279517,aspirin,Drug
33279389,aspirin,Drug
33278804,aspirin,Drug
33277869,aspirin,Drug
33276786,aspirin,Drug
33276217,aspirin,Drug
33275740,aspirin,Drug
33275727,aspirin,Drug
33274779,aspirin,Drug
33274689,aspirin,Drug
33273369,aspirin,Drug
33273050,aspirin,Drug
33272947,aspirin,Drug
33271959,aspirin,Drug
33270961,aspirin,Drug
33269129,aspirin,Drug
33268309,aspirin,Drug
33268193,aspirin,Drug
33267612,aspirin,Drug
33263968,aspirin,Drug
33264704,aspirin,Drug
33262006,aspirin,Drug
33260951,aspirin,Drug
33260948,aspirin,Drug
33260759,aspirin,Drug
33258897,aspirin,Drug
33258764,aspirin,Drug
33258563,aspirin,Drug
33258099,aspirin,Drug
33257413,aspirin,Drug
33255794,aspirin,Drug
33255459,aspirin,Drug
33254382,aspirin,Drug
33253005,aspirin,Drug
33252629,aspirin,Drug
33252548,aspirin,Drug
33251773,aspirin,Drug
33249501,aspirin,Drug
33248476,aspirin,Drug
33248474,aspirin,Drug
33248139,aspirin,Drug
33248080,aspirin,Drug
33247982,aspirin,Drug
33247486,aspirin,Drug
33246786,aspirin,Drug
33246208,aspirin,Drug
33242874,aspirin,Drug
33242673,aspirin,Drug
33242621,aspirin,Drug
33242505,aspirin,Drug
33241544,aspirin,Drug
33240731,aspirin,Drug
33239994,aspirin,Drug
33239976,aspirin,Drug
33238989,aspirin,Drug
33238713,aspirin,Drug
33235376,aspirin,Drug
33235027,aspirin,Drug
33234910,aspirin,Drug
33234771,aspirin,Drug
33234770,aspirin,Drug
33234768,aspirin,Drug
33234672,aspirin,Drug
33234223,aspirin,Drug
33233996,aspirin,Drug
33233169,aspirin,Drug
33231765,aspirin,Drug
33230059,aspirin,Drug
33229803,aspirin,Drug
33229758,aspirin,Drug
33229484,aspirin,Drug
33229421,aspirin,Drug
33226740,aspirin,Drug
33226739,aspirin,Drug
33227548,aspirin,Drug
33223294,aspirin,Drug
33222822,aspirin,Drug
33222458,aspirin,Drug
33221267,aspirin,Drug
33221264,aspirin,Drug
33219556,aspirin,Drug
33217260,aspirin,Drug
33216240,aspirin,Drug
33216197,aspirin,Drug
33214605,aspirin,Drug
33213791,aspirin,Drug
33213769,aspirin,Drug
33212808,aspirin,Drug
33211234,aspirin,Drug
33211109,aspirin,Drug
33210895,aspirin,Drug
33210440,aspirin,Drug
33210220,aspirin,Drug
33210199,aspirin,Drug
33210016,aspirin,Drug
33209913,aspirin,Drug
33208566,aspirin,Drug
33207866,aspirin,Drug
33207279,aspirin,Drug
33207109,aspirin,Drug
33207108,aspirin,Drug
33207107,aspirin,Drug
33206482,aspirin,Drug
33206202,aspirin,Drug
33205872,aspirin,Drug
33205869,aspirin,Drug
33205868,aspirin,Drug
33205866,aspirin,Drug
33204689,aspirin,Drug
33204513,aspirin,Drug
33204262,aspirin,Drug
33202492,aspirin,Drug
33202084,aspirin,Drug
33201737,aspirin,Drug
33198667,aspirin,Drug
33198608,aspirin,Drug
33197243,aspirin,Drug
33196581,aspirin,Drug
33196579,aspirin,Drug
33196514,aspirin,Drug
33195660,aspirin,Drug
33194862,aspirin,Drug
33194494,aspirin,Drug
33194239,aspirin,Drug
33193987,aspirin,Drug
33192594,aspirin,Drug
33191392,aspirin,Drug
33191347,aspirin,Drug
33191311,aspirin,Drug
33191260,aspirin,Drug
33191225,aspirin,Drug
33191108,aspirin,Drug
33189729,aspirin,Drug
33189196,aspirin,Drug
33188598,aspirin,Drug
33187021,aspirin,Drug
33186994,aspirin,Drug
33186492,aspirin,Drug
33185476,aspirin,Drug
33185380,aspirin,Drug
33185370,aspirin,Drug
33184378,aspirin,Drug
33184131,aspirin,Drug
33183437,aspirin,Drug
33181650,aspirin,Drug
33180563,aspirin,Drug
33179963,aspirin,Drug
33179196,aspirin,Drug
33178456,aspirin,Drug
33178183,aspirin,Drug
33177950,aspirin,Drug
33176342,aspirin,Drug
33176324,aspirin,Drug
33175148,aspirin,Drug
33172886,aspirin,Drug
33171281,aspirin,Drug
33171039,aspirin,Drug
33170592,aspirin,Drug
33170486,aspirin,Drug
33168914,aspirin,Drug
33168395,aspirin,Drug
33166265,aspirin,Drug
33166020,aspirin,Drug
33164896,aspirin,Drug
33164181,aspirin,Drug
